comparison,run,arm,method,racemode,metric,point_estimate,boot_median,ci_lo,ci_hi,p_raw,p_bh,fdr_sig
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_sex_Male,0.923640,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_sex_Female,0.984029,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_age_age<med,0.928571,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_age_age>=med,0.949923,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,aucdelta_race,0.041901,,0.001974,0.134291,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,aucdelta_sex,0.060390,,0.011609,0.112448,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,aucdelta_age,0.021352,,0.001081,0.094200,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,esauc_race,0.908121,,0.821629,0.950208,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,esauc_sex,0.892288,,0.829342,0.953123,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,esauc_age,0.926393,,0.850075,0.960223,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ecedelta_race,0.041313,,0.003034,0.117504,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ecedelta_sex,0.017761,,0.001758,0.085708,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ecedelta_age,0.029270,,0.001686,0.098407,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_race_White,0.062402,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_race_Asian,0.103716,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_race_Black,0.016978,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_sex_Male,0.082903,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_sex_Female,0.065142,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_age_age<med,0.092936,,,,,,
point,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,ece_age_age>=med,0.063666,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_overall,0.952206,,0.924215,0.976089,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_race_White,0.954060,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_race_Asian,0.927045,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_race_Black,1.000000,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_sex_Male,0.931332,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_sex_Female,0.988943,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_age_age<med,0.940066,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_age_age>=med,0.960709,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,aucdelta_race,0.027015,,0.001506,0.102606,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,aucdelta_sex,0.057611,,0.013999,0.102747,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,aucdelta_age,0.020643,,0.001354,0.084775,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,esauc_race,0.927159,,0.854188,0.957674,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,esauc_sex,0.900336,,0.842338,0.953809,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,esauc_age,0.932947,,0.862651,0.965284,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ecedelta_race,0.072330,,0.005207,0.132466,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ecedelta_sex,0.008025,,0.001580,0.072311,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ecedelta_age,0.010410,,0.001318,0.085803,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_race_White,0.052359,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_race_Asian,0.124689,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_race_Black,0.014119,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_sex_Male,0.064335,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_sex_Female,0.056310,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_age_age<med,0.084613,,,,,,
point,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,ece_age_age>=med,0.074203,,,,,,
vs_baseline,eval_fair-fino-none,pretraining,fino,none,aucdelta_race,-0.005807,-0.003496,-0.040931,0.031370,0.83300,0.98800,0
vs_baseline,eval_fair-fino-none,pretraining,fino,none,aucdelta_sex,0.010658,0.010237,-0.012003,0.034002,0.34000,0.98800,0
vs_baseline,eval_fair-fino-none,pretraining,fino,none,aucdelta_age,0.005230,0.003065,-0.021989,0.029380,0.78700,0.98800,0
vs_baseline,eval_fair-fino-none,pretraining,fino,none,auc_overall,-0.012161,-0.012070,-0.025285,-0.000185,0.04900,0.98800,0
vs_baseline,eval_fair-fino-weight,pretraining,fino,weight,aucdelta_race,-0.007898,-0.008242,-0.044509,0.022599,0.58400,0.98800,0
vs_baseline,eval_fair-fino-weight,pretraining,fino,weight,aucdelta_sex,-0.001858,-0.002112,-0.021591,0.017755,0.83600,0.98800,0
vs_baseline,eval_fair-fino-weight,pretraining,fino,weight,aucdelta_age,0.003934,-0.000153,-0.027830,0.024494,0.98800,0.98800,0
vs_baseline,eval_fair-fino-weight,pretraining,fino,weight,auc_overall,0.004336,0.004267,-0.006662,0.016529,0.43500,0.98800,0
vs_baseline,eval_fair-fino-resample,pretraining,fino,resample,aucdelta_race,-0.020510,-0.014607,-0.063142,0.030074,0.54100,0.98800,0
vs_baseline,eval_fair-fino-resample,pretraining,fino,resample,aucdelta_sex,-0.018579,-0.015584,-0.051895,0.017406,0.32700,0.98800,0
vs_baseline,eval_fair-fino-resample,pretraining,fino,resample,aucdelta_age,-0.008235,-0.004971,-0.043418,0.027616,0.76800,0.98800,0
vs_baseline,eval_fair-fino-resample,pretraining,fino,resample,auc_overall,0.000283,0.000426,-0.014855,0.017371,0.95500,0.98800,0
vs_baseline,eval_fair-dann-none,pretraining,dann,none,aucdelta_race,-0.022464,-0.018604,-0.051438,0.022394,0.34100,0.98800,0
vs_baseline,eval_fair-dann-none,pretraining,dann,none,aucdelta_sex,-0.000049,-0.000472,-0.017105,0.020096,0.96700,0.98800,0
vs_baseline,eval_fair-dann-none,pretraining,dann,none,aucdelta_age,-0.010156,-0.007126,-0.031881,0.016585,0.56800,0.98800,0
vs_baseline,eval_fair-dann-none,pretraining,dann,none,auc_overall,0.006316,0.006316,-0.002090,0.015733,0.16400,0.98800,0
vs_baseline,eval_fair-dann-weight,pretraining,dann,weight,aucdelta_race,-0.022771,-0.017945,-0.059890,0.022461,0.38400,0.98800,0
vs_baseline,eval_fair-dann-weight,pretraining,dann,weight,aucdelta_sex,-0.010815,-0.010103,-0.033036,0.012099,0.40000,0.98800,0
vs_baseline,eval_fair-dann-weight,pretraining,dann,weight,aucdelta_age,0.004679,0.000253,-0.027394,0.028785,0.98600,0.98800,0
vs_baseline,eval_fair-dann-weight,pretraining,dann,weight,auc_overall,0.003394,0.003305,-0.009333,0.016786,0.59300,0.98800,0
vs_baseline,eval_fair-dann-resample,pretraining,dann,resample,aucdelta_race,-0.028003,-0.022116,-0.071807,0.025578,0.39800,0.98800,0
vs_baseline,eval_fair-dann-resample,pretraining,dann,resample,aucdelta_sex,-0.013460,-0.012649,-0.037296,0.011807,0.28100,0.98800,0
vs_baseline,eval_fair-dann-resample,pretraining,dann,resample,aucdelta_age,-0.009234,-0.006078,-0.039523,0.024633,0.69100,0.98800,0
vs_baseline,eval_fair-dann-resample,pretraining,dann,resample,auc_overall,0.001980,0.002178,-0.010797,0.014851,0.73200,0.98800,0
vs_baseline,eval_fair-contrastive-none,pretraining,contrastive,none,aucdelta_race,-0.015253,-0.010494,-0.043890,0.026591,0.52300,0.98800,0
vs_baseline,eval_fair-contrastive-none,pretraining,contrastive,none,aucdelta_sex,0.006669,0.006296,-0.011281,0.025986,0.44800,0.98800,0
vs_baseline,eval_fair-contrastive-none,pretraining,contrastive,none,aucdelta_age,-0.013167,-0.007039,-0.033149,0.025653,0.67900,0.98800,0
vs_baseline,eval_fair-contrastive-none,pretraining,contrastive,none,auc_overall,-0.001131,-0.001043,-0.012014,0.009837,0.84600,0.98800,0
vs_baseline,eval_fair-contrastive-weight,pretraining,contrastive,weight,aucdelta_race,0.011875,0.006400,-0.036228,0.052686,0.73100,0.98800,0
vs_baseline,eval_fair-contrastive-weight,pretraining,contrastive,weight,aucdelta_sex,-0.007268,-0.006877,-0.037002,0.022334,0.63800,0.98800,0
vs_baseline,eval_fair-contrastive-weight,pretraining,contrastive,weight,aucdelta_age,0.023872,0.016868,-0.031733,0.054469,0.36800,0.98800,0
vs_baseline,eval_fair-contrastive-weight,pretraining,contrastive,weight,auc_overall,-0.002545,-0.002282,-0.018958,0.014656,0.77700,0.98800,0
vs_baseline,eval_fair-contrastive-resample,pretraining,contrastive,resample,aucdelta_race,-0.046215,-0.028836,-0.079104,0.055561,0.53400,0.98800,0
vs_baseline,eval_fair-contrastive-resample,pretraining,contrastive,resample,aucdelta_sex,-0.010270,-0.009014,-0.035807,0.015505,0.44500,0.98800,0
vs_baseline,eval_fair-contrastive-resample,pretraining,contrastive,resample,aucdelta_age,-0.019710,-0.008460,-0.048151,0.032914,0.69600,0.98800,0
vs_baseline,eval_fair-contrastive-resample,pretraining,contrastive,resample,auc_overall,-0.000471,-0.000286,-0.013965,0.012901,0.95400,0.98800,0
vs_baseline,eval_fair-pcgrad-none,pretraining,pcgrad,none,aucdelta_race,-0.002457,-0.004349,-0.050869,0.036846,0.83200,0.98800,0
vs_baseline,eval_fair-pcgrad-none,pretraining,pcgrad,none,aucdelta_sex,-0.011329,-0.008076,-0.050421,0.023746,0.63300,0.98800,0
vs_baseline,eval_fair-pcgrad-none,pretraining,pcgrad,none,aucdelta_age,0.012372,0.005681,-0.029627,0.052754,0.76000,0.98800,0
vs_baseline,eval_fair-pcgrad-none,pretraining,pcgrad,none,auc_overall,-0.001131,-0.000851,-0.018493,0.015012,0.92100,0.98800,0
vs_baseline,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,aucdelta_race,-0.010416,-0.009574,-0.040467,0.014847,0.46800,0.98800,0
vs_baseline,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,aucdelta_sex,0.007643,0.007100,-0.008742,0.026749,0.37900,0.98800,0
vs_baseline,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,aucdelta_age,0.004187,0.001320,-0.018320,0.021712,0.89800,0.98800,0
vs_baseline,eval_fair-pcgrad-weight,pretraining,pcgrad,weight,auc_overall,0.001980,0.001983,-0.006511,0.011175,0.61300,0.98800,0
vs_baseline,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,aucdelta_race,-0.046595,-0.029626,-0.078191,0.056711,0.53600,0.98800,0
vs_baseline,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,aucdelta_sex,-0.002783,-0.001827,-0.029140,0.023401,0.86900,0.98800,0
vs_baseline,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,aucdelta_age,-0.020732,-0.010979,-0.052826,0.046569,0.80900,0.98800,0
vs_baseline,eval_fair-pcgrad-resample,pretraining,pcgrad,resample,auc_overall,-0.004808,-0.004536,-0.016347,0.006976,0.41600,0.98800,0
vs_baseline,posthoc_fino_none,post-hoc,fino,none,aucdelta_race,-0.012185,-0.011905,-0.049820,0.017539,0.44000,0.98800,0
vs_baseline,posthoc_fino_none,post-hoc,fino,none,aucdelta_sex,-0.020571,-0.018723,-0.049173,0.007028,0.15500,0.98800,0
vs_baseline,posthoc_fino_none,post-hoc,fino,none,aucdelta_age,0.014050,0.007104,-0.031730,0.039075,0.63200,0.98800,0
vs_baseline,posthoc_fino_none,post-hoc,fino,none,auc_overall,0.010464,0.010280,-0.001534,0.024878,0.08800,0.98800,0
vs_baseline,posthoc_fino_weight,post-hoc,fino,weight,aucdelta_race,-0.009911,-0.008126,-0.039064,0.021281,0.58700,0.98800,0
vs_baseline,posthoc_fino_weight,post-hoc,fino,weight,aucdelta_sex,-0.011021,-0.009933,-0.033922,0.009750,0.33700,0.98800,0
vs_baseline,posthoc_fino_weight,post-hoc,fino,weight,aucdelta_age,0.013426,0.008228,-0.023690,0.034466,0.52600,0.98800,0
vs_baseline,posthoc_fino_weight,post-hoc,fino,weight,auc_overall,0.001414,0.001609,-0.009106,0.011884,0.72900,0.98800,0
vs_baseline,posthoc_fino_resample,post-hoc,fino,resample,aucdelta_race,-0.017489,-0.013445,-0.052977,0.027686,0.51900,0.98800,0
vs_baseline,posthoc_fino_resample,post-hoc,fino,resample,aucdelta_sex,0.010149,0.009448,-0.011679,0.032388,0.32200,0.98800,0
vs_baseline,posthoc_fino_resample,post-hoc,fino,resample,aucdelta_age,-0.008241,-0.003252,-0.032374,0.025802,0.81000,0.98800,0
vs_baseline,posthoc_fino_resample,post-hoc,fino,resample,auc_overall,-0.002734,-0.002375,-0.012744,0.007732,0.62800,0.98800,0
vs_baseline,posthoc_dann_none,post-hoc,dann,none,aucdelta_race,-0.012330,-0.009364,-0.040992,0.022278,0.53900,0.98800,0
vs_baseline,posthoc_dann_none,post-hoc,dann,none,aucdelta_sex,0.007045,0.006353,-0.008313,0.021612,0.35100,0.98800,0
vs_baseline,posthoc_dann_none,post-hoc,dann,none,aucdelta_age,0.001434,0.000280,-0.019967,0.023175,0.98100,0.98800,0
vs_baseline,posthoc_dann_none,post-hoc,dann,none,auc_overall,-0.001980,-0.001550,-0.009712,0.006638,0.67600,0.98800,0
vs_baseline,posthoc_dann_weight,post-hoc,dann,weight,aucdelta_race,-0.021173,-0.016568,-0.045896,0.027133,0.37700,0.98800,0
vs_baseline,posthoc_dann_weight,post-hoc,dann,weight,aucdelta_sex,0.004043,0.003659,-0.009172,0.018338,0.56700,0.98800,0
vs_baseline,posthoc_dann_weight,post-hoc,dann,weight,aucdelta_age,-0.005621,-0.003099,-0.023012,0.016039,0.74200,0.98800,0
vs_baseline,posthoc_dann_weight,post-hoc,dann,weight,auc_overall,0.000848,0.000855,-0.006515,0.008702,0.79000,0.98800,0
vs_baseline,posthoc_dann_resample,post-hoc,dann,resample,aucdelta_race,-0.025140,-0.018945,-0.059712,0.030148,0.42400,0.98800,0
vs_baseline,posthoc_dann_resample,post-hoc,dann,resample,aucdelta_sex,0.012897,0.011888,-0.004407,0.032539,0.14600,0.98800,0
vs_baseline,posthoc_dann_resample,post-hoc,dann,resample,aucdelta_age,-0.004541,-0.002542,-0.027819,0.019570,0.80600,0.98800,0
vs_baseline,posthoc_dann_resample,post-hoc,dann,resample,auc_overall,-0.001791,-0.001515,-0.012275,0.009145,0.76700,0.98800,0
vs_baseline,posthoc_contrastive_none,post-hoc,contrastive,none,aucdelta_race,-0.006840,-0.004544,-0.033086,0.022023,0.71600,0.98800,0
vs_baseline,posthoc_contrastive_none,post-hoc,contrastive,none,aucdelta_sex,0.002167,0.001996,-0.014023,0.018200,0.77200,0.98800,0
vs_baseline,posthoc_contrastive_none,post-hoc,contrastive,none,aucdelta_age,-0.003619,-0.002179,-0.022631,0.018438,0.81400,0.98800,0
vs_baseline,posthoc_contrastive_none,post-hoc,contrastive,none,auc_overall,0.000848,0.001041,-0.008107,0.010184,0.82900,0.98800,0
vs_baseline,posthoc_contrastive_weight,post-hoc,contrastive,weight,aucdelta_race,-0.005564,-0.004658,-0.035368,0.021484,0.70000,0.98800,0
vs_baseline,posthoc_contrastive_weight,post-hoc,contrastive,weight,aucdelta_sex,-0.005066,-0.004915,-0.021724,0.010595,0.49900,0.98800,0
vs_baseline,posthoc_contrastive_weight,post-hoc,contrastive,weight,aucdelta_age,-0.003127,-0.003602,-0.023871,0.016373,0.69000,0.98800,0
vs_baseline,posthoc_contrastive_weight,post-hoc,contrastive,weight,auc_overall,0.004431,0.004598,-0.004634,0.014902,0.32300,0.98800,0
vs_baseline,posthoc_contrastive_resample,post-hoc,contrastive,resample,aucdelta_race,-0.015451,-0.012731,-0.054447,0.022484,0.51300,0.98800,0
vs_baseline,posthoc_contrastive_resample,post-hoc,contrastive,resample,aucdelta_sex,0.003601,0.003126,-0.016696,0.024316,0.72700,0.98800,0
vs_baseline,posthoc_contrastive_resample,post-hoc,contrastive,resample,aucdelta_age,-0.009568,-0.005710,-0.036529,0.020525,0.68900,0.98800,0
vs_baseline,posthoc_contrastive_resample,post-hoc,contrastive,resample,auc_overall,0.003299,0.003582,-0.007661,0.014994,0.49800,0.98800,0
vs_baseline,posthoc_pcgrad_none,post-hoc,pcgrad,none,aucdelta_race,-0.005747,-0.002978,-0.028047,0.020188,0.75000,0.98800,0
vs_baseline,posthoc_pcgrad_none,post-hoc,pcgrad,none,aucdelta_sex,0.002814,0.003122,-0.014480,0.018414,0.65900,0.98800,0
vs_baseline,posthoc_pcgrad_none,post-hoc,pcgrad,none,aucdelta_age,-0.003953,-0.001448,-0.019550,0.016181,0.85500,0.98800,0
vs_baseline,posthoc_pcgrad_none,post-hoc,pcgrad,none,auc_overall,0.000094,0.000189,-0.005938,0.006604,0.94100,0.98800,0
vs_baseline,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,aucdelta_race,-0.005367,-0.002402,-0.026829,0.021009,0.81400,0.98800,0
vs_baseline,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,aucdelta_sex,0.003189,0.003515,-0.013459,0.018956,0.62300,0.98800,0
vs_baseline,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,aucdelta_age,-0.004698,-0.001803,-0.020223,0.017316,0.83300,0.98800,0
vs_baseline,posthoc_pcgrad_weight,post-hoc,pcgrad,weight,auc_overall,-0.000566,-0.000566,-0.006519,0.006048,0.83200,0.98800,0
vs_baseline,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,aucdelta_race,-0.020253,-0.017608,-0.049398,0.019528,0.35100,0.98800,0
vs_baseline,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,aucdelta_sex,0.000411,-0.000140,-0.016918,0.019071,0.98800,0.98800,0
vs_baseline,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,aucdelta_age,-0.005407,-0.005059,-0.029990,0.015135,0.62100,0.98800,0
vs_baseline,posthoc_pcgrad_resample,post-hoc,pcgrad,resample,auc_overall,0.005468,0.005605,-0.003572,0.016157,0.24400,0.98800,0
vs_timing,fino_none,pretraining-minus-posthoc,fino,none,aucdelta_race,0.006378,0.008166,-0.025292,0.051099,0.65300,0.98800,0
vs_timing,fino_none,pretraining-minus-posthoc,fino,none,aucdelta_sex,0.031229,0.029215,-0.003681,0.060648,0.06900,0.98800,0
vs_timing,fino_none,pretraining-minus-posthoc,fino,none,aucdelta_age,-0.008821,-0.003019,-0.037908,0.032936,0.84300,0.98800,0
vs_timing,fino_none,pretraining-minus-posthoc,fino,none,auc_overall,-0.022624,-0.022219,-0.040816,-0.007839,0.00200,0.28800,0
vs_timing,fino_weight,pretraining-minus-posthoc,fino,weight,aucdelta_race,0.002013,-0.001082,-0.035207,0.036558,0.93400,0.98800,0
vs_timing,fino_weight,pretraining-minus-posthoc,fino,weight,aucdelta_sex,0.009162,0.007716,-0.012691,0.032928,0.47500,0.98800,0
vs_timing,fino_weight,pretraining-minus-posthoc,fino,weight,aucdelta_age,-0.009492,-0.007799,-0.033259,0.016587,0.53200,0.98800,0
vs_timing,fino_weight,pretraining-minus-posthoc,fino,weight,auc_overall,0.002922,0.002837,-0.007449,0.013668,0.55700,0.98800,0
vs_timing,fino_resample,pretraining-minus-posthoc,fino,resample,aucdelta_race,-0.003022,-0.002014,-0.045736,0.039181,0.92200,0.98800,0
vs_timing,fino_resample,pretraining-minus-posthoc,fino,resample,aucdelta_sex,-0.028728,-0.025350,-0.063967,0.008286,0.13300,0.98800,0
vs_timing,fino_resample,pretraining-minus-posthoc,fino,resample,aucdelta_age,0.000006,-0.002568,-0.037020,0.032048,0.87700,0.98800,0
vs_timing,fino_resample,pretraining-minus-posthoc,fino,resample,auc_overall,0.003017,0.003024,-0.013699,0.020315,0.71500,0.98800,0
vs_timing,dann_none,pretraining-minus-posthoc,dann,none,aucdelta_race,-0.010133,-0.007659,-0.039541,0.018365,0.58000,0.98800,0
vs_timing,dann_none,pretraining-minus-posthoc,dann,none,aucdelta_sex,-0.007093,-0.006402,-0.027195,0.013728,0.51900,0.98800,0
vs_timing,dann_none,pretraining-minus-posthoc,dann,none,aucdelta_age,-0.011590,-0.007091,-0.036745,0.019397,0.62000,0.98800,0
vs_timing,dann_none,pretraining-minus-posthoc,dann,none,auc_overall,0.008296,0.007736,-0.002278,0.019325,0.11800,0.98800,0
vs_timing,dann_weight,pretraining-minus-posthoc,dann,weight,aucdelta_race,-0.001597,-0.002182,-0.039200,0.027866,0.86100,0.98800,0
vs_timing,dann_weight,pretraining-minus-posthoc,dann,weight,aucdelta_sex,-0.014858,-0.013914,-0.036403,0.008590,0.22900,0.98800,0
vs_timing,dann_weight,pretraining-minus-posthoc,dann,weight,aucdelta_age,0.010299,0.004441,-0.030760,0.033414,0.78100,0.98800,0
vs_timing,dann_weight,pretraining-minus-posthoc,dann,weight,auc_overall,0.002545,0.002273,-0.010582,0.015465,0.73400,0.98800,0
vs_timing,dann_resample,pretraining-minus-posthoc,dann,resample,aucdelta_race,-0.002863,-0.003053,-0.044451,0.028391,0.83000,0.98800,0
vs_timing,dann_resample,pretraining-minus-posthoc,dann,resample,aucdelta_sex,-0.026356,-0.024409,-0.052602,-0.002229,0.03200,0.98800,0
vs_timing,dann_resample,pretraining-minus-posthoc,dann,resample,aucdelta_age,-0.004693,-0.003290,-0.033365,0.023135,0.81000,0.98800,0
vs_timing,dann_resample,pretraining-minus-posthoc,dann,resample,auc_overall,0.003771,0.003874,-0.007930,0.015607,0.52400,0.98800,0
vs_timing,contrastive_none,pretraining-minus-posthoc,contrastive,none,aucdelta_race,-0.008413,-0.004553,-0.036448,0.026663,0.73700,0.98800,0
vs_timing,contrastive_none,pretraining-minus-posthoc,contrastive,none,aucdelta_sex,0.004503,0.004354,-0.012982,0.021371,0.56700,0.98800,0
vs_timing,contrastive_none,pretraining-minus-posthoc,contrastive,none,aucdelta_age,-0.009549,-0.004054,-0.028454,0.023133,0.76300,0.98800,0
vs_timing,contrastive_none,pretraining-minus-posthoc,contrastive,none,auc_overall,-0.001980,-0.002077,-0.010934,0.006662,0.63200,0.98800,0
vs_timing,contrastive_weight,pretraining-minus-posthoc,contrastive,weight,aucdelta_race,0.017439,0.011934,-0.031431,0.058546,0.54300,0.98800,0
vs_timing,contrastive_weight,pretraining-minus-posthoc,contrastive,weight,aucdelta_sex,-0.002203,-0.001893,-0.028310,0.024820,0.88400,0.98800,0
vs_timing,contrastive_weight,pretraining-minus-posthoc,contrastive,weight,aucdelta_age,0.026998,0.020892,-0.023882,0.058657,0.30600,0.98800,0
vs_timing,contrastive_weight,pretraining-minus-posthoc,contrastive,weight,auc_overall,-0.006976,-0.006882,-0.023285,0.008790,0.35500,0.98800,0
vs_timing,contrastive_resample,pretraining-minus-posthoc,contrastive,resample,aucdelta_race,-0.030764,-0.010366,-0.061286,0.052835,0.74700,0.98800,0
vs_timing,contrastive_resample,pretraining-minus-posthoc,contrastive,resample,aucdelta_sex,-0.013871,-0.012764,-0.043134,0.013593,0.32800,0.98800,0
vs_timing,contrastive_resample,pretraining-minus-posthoc,contrastive,resample,aucdelta_age,-0.010142,-0.001551,-0.033991,0.030255,0.91600,0.98800,0
vs_timing,contrastive_resample,pretraining-minus-posthoc,contrastive,resample,auc_overall,-0.003771,-0.003779,-0.018127,0.008772,0.53600,0.98800,0
vs_timing,pcgrad_none,pretraining-minus-posthoc,pcgrad,none,aucdelta_race,0.003290,-0.001914,-0.054202,0.048053,0.93300,0.98800,0
vs_timing,pcgrad_none,pretraining-minus-posthoc,pcgrad,none,aucdelta_sex,-0.014143,-0.011208,-0.055184,0.025189,0.52900,0.98800,0
vs_timing,pcgrad_none,pretraining-minus-posthoc,pcgrad,none,aucdelta_age,0.016325,0.007222,-0.034885,0.057703,0.72700,0.98800,0
vs_timing,pcgrad_none,pretraining-minus-posthoc,pcgrad,none,auc_overall,-0.001225,-0.001134,-0.020314,0.016713,0.92500,0.98800,0
vs_timing,pcgrad_weight,pretraining-minus-posthoc,pcgrad,weight,aucdelta_race,-0.005049,-0.007047,-0.042012,0.024663,0.62700,0.98800,0
vs_timing,pcgrad_weight,pretraining-minus-posthoc,pcgrad,weight,aucdelta_sex,0.004454,0.003847,-0.012953,0.024890,0.66100,0.98800,0
vs_timing,pcgrad_weight,pretraining-minus-posthoc,pcgrad,weight,aucdelta_age,0.008885,0.003527,-0.026979,0.029843,0.79500,0.98800,0
vs_timing,pcgrad_weight,pretraining-minus-posthoc,pcgrad,weight,auc_overall,0.002545,0.002545,-0.006885,0.012065,0.58200,0.98800,0
vs_timing,pcgrad_resample,pretraining-minus-posthoc,pcgrad,resample,aucdelta_race,-0.026343,-0.006576,-0.053103,0.050002,0.81500,0.98800,0
vs_timing,pcgrad_resample,pretraining-minus-posthoc,pcgrad,resample,aucdelta_sex,-0.003195,-0.001960,-0.034229,0.026067,0.89200,0.98800,0
vs_timing,pcgrad_resample,pretraining-minus-posthoc,pcgrad,resample,aucdelta_age,-0.015325,-0.004277,-0.041771,0.047517,0.88900,0.98800,0
vs_timing,pcgrad_resample,pretraining-minus-posthoc,pcgrad,resample,auc_overall,-0.010275,-0.010195,-0.025096,0.003532,0.14600,0.98800,0
